,pais,comentario,longitud,entropia
253,Australia,I keep getting a notification that I can't like photos. It says my profile contains a link that isn't supported. Can you please fix this !!,139,4.142061001065199
254,Australia,Been great speaking to my dad in New Zealand I can't normally call often cause cause costs so much. Thanks,106,4.2038776341674415
255,Singapore,I don't see any FB stories on my timeline....,45,3.8334266411498827
256,Hong Kong,�,1,-0.0
257,Australia,I have found the app very useful in helping me track my diet and travel on a (fairly) healthy road,98,4.10866991896836
258,Singapore,a group call feature would be awesome for the next update,57,3.8971234101711034
259,Hong Kong,，,1,-0.0
260,Singapore,"New updates, fail to receive msg notifications.. pls fixed it.",62,4.1425870369223325
261,Hong Kong,�,1,-0.0
262,United Kingdom,"Great wee app give users without pc/laptop the opportunity of moving into the 21st century . Allows live video from events which helps publicise things you never would have known existed ., easy to install easy to use . What are you waiting for don't waist precious time get it on your phone .",293,4.256577850791804
263,Singapore,"Press and hold to quote messages to reply a particular message in conversation is difficult. Unable to get it most of the time. \n\nComparing to andriod, the message that user wish to quote will get highlighted and makes quoting easier. Can whatsapp look into this? Thks..",272,4.268637623058841
264,Canada,Love it,7,2.8073549220576046
265,Canada,"Since the newest update, my phone will go from 90% to 5% just trying to load the newsfeed. It crashed three times while trying to upload photos.",144,4.257658873922697
266,Canada,Keeps crashing.,15,3.640223928941851
267,Hong Kong,Why do all the stickers disappear? AND WHY CANT I USE THIS APP WHILE USING MY MOBILE DATA?(I've checked and I've allowed to use my mobile data for this app. I've tried to restart my phone for millions times and it doesn't work at all),234,4.763063938321519
268,United States,Very reliable,13,3.0269868333592873
269,India,Awesome,7,2.5216406363433186
270,United States,I have had an issue with my suggested videos disappearing from under my current playing video. I reported the problem to Facebook and then did not contact me in anyway ever stating that they received my issue,208,4.1581801925182065
271,United States,I don't think some reviewers understand that Wave's strength is based on it's members reporting traffic.  If you are trying to use it in a rural area or small town it doesn't work well because there are few wazers on the road.  I use it every day in Austin where traffic is notorious.  It is never off by more than 1 or 2 minutes.,330,4.1478415276766185
272,Hong Kong,Great,5,2.321928094887362
273,Hong Kong,"Can't link with Fitbit, can choose Fitbit Trackers, but still can't access\nI need to give up this app",102,4.227393443425429
274,Hong Kong,~ ~,3,0.9182958340544896
275,United States,Amazing!!,9,2.9477027792200903
276,United Kingdom,Why can't I tag more people after I've posted anymore?,54,4.056913715650303
277,Hong Kong,Nice,4,2.0
278,Canada,Keeps crashing every time I try to use the sound.,49,3.9629609263693406
279,Australia,Very Entertaining,17,3.337175341123077
280,Canada,WoW Instagram ses super ?t même quand ta pas le réseau tu à droit à ta page d'accueil,85,4.073372927217456
281,Canada,"I am being inundated with ads on Pinterest iPad app.  Many if which show partial nudity.  I am constantly hiding ads that I feel are inappropriate, but more ads appear the next time.  I won't let my kids browse Pinterest anymore, as I could be looking st cupcake recipes when suddenly swimsuit ads or panties ads appear.  No thanks.",332,4.243451091878051
282,United States,"I now see an ad ever third picture, this is nuts. I think I would see less advertisement reading a magazine, could we limit them somehow please.",144,4.0990755643490075
283,United Kingdom,All you need for quick and safe :) driving,42,4.082328136858431
284,Hong Kong,So annoying,11,2.845350936622437
285,Singapore,"I have two accounts, and the archive option only works on the private one. It does not work on my main account. I have logged out and back in again, deleted and re-downloaded the app, but I'm still facing the same problem.",222,4.238563883354508
286,India,Bloody why do U guys update so many times?! Atleast tell us what the new additions or bug fixes like most other app dev does! Now this time apps broken and won't even open �,173,4.243969352125775
287,Canada,posts aren't in chronological order anymore. fix this. it's annoying.,69,4.072850769750953
288,India,Even after updating I can't see the face filter!! Quite strange,63,3.988797488623965
289,India,Image quality declines after sending,36,3.9511943630832222
290,Singapore,Best app ever create!,21,3.2321018048454135
291,Canada,notifications aren't working and it's super annoying having friend requests in the notification part holy hell,110,4.0668462440695645
292,Singapore,I already update latest vision but Very slow when I check notifications\nEdited by 24/05/2017,93,4.577842642244249
293,Australia,"so don't get me wrong, i love me some insta but i hate that i can't save hilarious videos that my friends send me on messages. the whole snapchat style 2 views max thing is mad annoying and sad ☹️ plz insta help me \nlove u tho x",229,4.1328062997265524
294,United States,I use it everyday learn about new things and stay in touch wig people !! I,74,4.072922084270905
295,United States,Title says it all,17,3.0574760762899316
296,United Kingdom,Use day in day out! Highly recommended.,39,4.099128821259931
297,Australia,It wont let me login at all? FIX THIS PLEASE,44,4.066608606929473
298,India,Hey whatsapp developer i request you to please provide whatsapp lock through which we can lock the app and dont allow any1 use that,131,4.079667056503516
299,United States,I love insta,12,3.4182958340544896
300,Canada,Recent updates have enhanced Instagram.,39,3.8527277834538576
301,Australia,Thanks.,7,2.8073549220576046
302,United States,"This is very useful for keep recipes, ideas for your house, party planning materials,  home decor, and much more. Love it",121,4.193033347789305
303,United Kingdom,"Amazing apps, best to promote your business.",44,4.018884391699703
304,Hong Kong,，,1,-0.0
305,Hong Kong,，,1,-0.0
306,India,Unable to download photos and videos please solve the issue,59,3.7665101013882625
307,India,Hello..! This is good app ever but we request you to put my contact function once again because we not able to find each contact and read thein status.. so please..!,165,4.1499357614410215
308,South Africa,Why it takes so too long to update though?,42,3.731021291568824
309,Canada,"I love ig but when I try and post photos, it crashes and I never get to post them",81,3.9524620401591526
310,India,I just discovered a crash in app. In settings i was trying to change the language as i selected any language it gets crashed. I am using katest version in my iPhone 6 iOS 10.,174,4.170205420857101
